course,book_id,bookclub,chat_crew,pseudonym,message,time,is_answer,page,response_number,uptake
Outreach P1,260,1,1,Andrea Henderson,"Yeah, I'm good with it.",2021-02-25 18:00:06,False,10,1.1,Affirm
Outreach P1,260,2,1,Catherine Mitchell,She gifted him with the tiger.,2021-02-19 18:16:09,False,9,1.2,
Outreach P1,260,2,1,Julie Sanders,I think she may not trust him enough to give him the door with the lady behind it. They really focused on her jealousy and how she's a lot like her father.,2021-02-19 18:16:24,False,9,1.2,Affirm
Outreach P1,260,2,1,Catherine Mitchell,She's definitely her father's child.,2021-02-19 18:17:01,False,9,1.2,Affirm
Outreach P1,260,2,1,Julie Sanders,"I think the King would offer her the same choice between the two doors, he seems to really like this punishment.",2021-02-19 18:17:36,False,9,1.2,Affirm
Outreach P1,260,2,1,Christine Ramirez,I agree,2021-02-19 18:17:51,False,9,1.2,Affirm
Outreach P1,260,2,1,Catherine Mitchell,Could she be fed to the tiger and save the unsuspecting poor fool?,2021-02-19 18:17:53,False,9,1.2,Clarify
Outreach P1,260,2,1,Catherine Mitchell,The king fed his daughter to the tiger,2021-02-19 18:20:50,False,9,1.2,
Outreach P1,260,3,1,Karen Richardson,The Lady was behind the door.,2021-02-14 21:35:34,False,10,1.3,
Outreach P1,260,3,1,Jennifer Gonzalez,"I want to believe the tiger was behind the door because the princess was semi-barbaric but she was also filled with despair and jealousy.  The green eyed monster.. gets you every time...so she knows she has lost him, but she doesn't have to let the Lady have him.",2021-02-17 21:07:36,False,8,1.3,Disagree
Outreach P1,260,3,1,Earl Foster,"I think it would depend on how much she truly trust her lover. If she had faith in him truly, she would let him live with the lady. At least he would be alive and happy. But if she was full of distrust or jealousy she would kill her lover. Even if she is semi-barbaric she seems to be fair or at least a follower of her Father. I would say she would point to the Lady in the end.",2021-02-22 12:14:04,False,10,1.3,Elaborate
Outreach P1,260,3,1,Karen Richardson,"Interesting Jennifer Gonzalez that I initially thought the Tiger because of her jealousy and that if she could not have him, then no one could have him. But, I changed my mind with the hope of a happier ending.",2021-02-22 14:18:11,False,10,1.3,Affirm
Outreach P1,260,3,1,Karen Richardson,"I believe the lady was behind the door as the description of the princess was ""semi-barbaric."" She could probably have the new couple banished from the kingdom so she would not have to see them. I believe it was the tiger because the princess could not bear for anyone else to have him.",2021-02-22 14:18:32,False,,1.3,Elaborate
Outreach P1,260,3,1,Jennifer Gonzalez,"Upon discovering his daughter has broken the law, the King responds out of love, because she is the apple of his eye, and he forgives her.",2021-02-22 18:22:10,False,10,1.3,
Outreach P1,260,3,1,Earl Foster,"Karen Richardson,",2021-02-23 11:47:46,False,10,1.3,
Outreach P1,260,3,1,Earl Foster,I agree that the princess could just banish the new couple away too.,2021-02-23 11:48:18,False,10,1.3,Affirm
Outreach P1,260,3,1,Earl Foster,Do we have to agree on a single ending?,2021-02-23 11:48:18,False,10,1.3,Affirm
Outreach P1,260,3,1,Karen Richardson,I don't think we have to agree on a single ending as both are viable. I still will go with the Lady as being behind the curtain. The King will be upset with this but will forgive his daughter. He may do something else to the boyfriend later.,2021-02-23 17:33:42,False,10,1.3,Elaborate
Outreach P1,260,3,1,Earl Foster,"So the King would come back at the boyfriend later due to him ""cheating"" the trial? I can see that.",2021-02-23 17:40:56,False,10,1.3,Affirm
Outreach P1,260,3,1,Jennifer Gonzalez,I agree he will forgive his daughter because he loves her so.,2021-02-23 21:09:22,False,10,1.3,Affirm
Outreach P1,260,3,1,Earl Foster,Wait how do we submit this assignment?,2021-02-25 10:26:08,False,10,1.3,Clarify
PIM P1,260,1,1,Carol Simmons,The four questions,2021-02-17 19:48:22,False,8,2.1,
PIM P1,260,1,1,Lisa Morgan,Do we answer these before continuing the story?,2021-02-17 19:48:40,False,9,2.1,Clarify
PIM P1,260,1,1,Lisa Morgan,"So the top is for chatting and the bottom is for responding, I believe.",2021-02-17 19:49:52,False,9,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,Yes so what do you think guys?,2021-02-17 19:49:54,False,8,2.1,Affirm
PIM P1,260,1,1,Carol Simmons,Yes I found this by luck...LOL!,2021-02-17 19:51:08,False,8,2.1,Affirm
PIM P1,260,1,1,Joe Ross,"Ok, I had to reset the book to make this work!",2021-02-17 19:51:38,False,8,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,Yay you got it!,2021-02-17 19:52:20,False,10,2.1,Affirm
PIM P1,260,1,1,Joe Ross,"Live without was the first one I put.  Then Trust, Love, and then Know",2021-02-17 19:52:28,False,8,2.1,
PIM P1,260,1,1,Carol Simmons,"Yep, so what you think the questions are?",2021-02-17 19:52:43,False,8,2.1,Affirm
PIM P1,260,1,1,Joe Ross,she was smiling by the end and the book told me i did well,2021-02-17 19:52:51,False,8,2.1,
PIM P1,260,1,1,Lisa Morgan,Which questions? like the prompt?,2021-02-17 19:53:27,False,10,2.1,Clarify
PIM P1,260,1,1,Joe Ross,Live Without Him is probably the most important question,2021-02-17 19:53:50,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,But it asked for 4 so i amswered with 4,2021-02-17 19:54:16,False,8,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,We need total four answers to the question,2021-02-17 19:54:37,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,"Oh I see, there are two questions here.",2021-02-17 19:55:04,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,I feel that the princess would have led him to the tiger,2021-02-17 19:55:04,False,8,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,ok,2021-02-17 19:55:18,False,8,2.1,Affirm
PIM P1,260,1,1,Lisa Morgan,I feel like it would be the opposite because she went to all the hassle to find out.,2021-02-17 19:55:43,False,10,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,"At the top of the screen are two questions, I believe that is what the 1 & 2 are on the bottom portion",2021-02-17 19:55:48,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,"That is a good point, Victoria",2021-02-17 19:56:23,False,8,2.1,Affirm
PIM P1,260,1,1,Carol Simmons,I tried the ones you mentioned it said try again.,2021-02-17 19:56:42,False,8,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,You have to do them one at a time,2021-02-17 19:57:13,False,10,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,I tried them all at once and it told me wrong lol,2021-02-17 19:57:32,False,10,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,The second question here is just as complex for different reasons,2021-02-17 19:57:57,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,I am under the impression that she would rather see him dead than in the arms of another woman.,2021-02-17 19:58:26,False,8,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,me too. It said wrong!,2021-02-17 19:58:56,False,8,2.1,Affirm
PIM P1,260,1,1,Joe Ross,there is a wrong answer?  thats weird,2021-02-17 19:59:22,False,8,2.1,Clarify
PIM P1,260,1,1,Carol Simmons,I'm try again.,2021-02-17 19:59:43,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,ok!,2021-02-17 19:59:55,False,8,2.1,Affirm
PIM P1,260,1,1,Lisa Morgan,It is wrong because they want the character to respond to each question one at a time.,2021-02-17 20:00:20,False,10,2.1,Clarify
PIM P1,260,1,1,Joe Ross,ooooh,2021-02-17 20:01:44,False,8,2.1,
PIM P1,260,1,1,Lisa Morgan,As for the second question I believe that the king would try to cover up the fact she broke the law. I only say that because if he was that mad because someone was her lover I doubt he would send her to die. He would probably rather punish her in private.,2021-02-17 20:02:40,False,10,2.1,
PIM P1,260,1,1,Joe Ross,that sounds reasonable,2021-02-17 20:03:27,False,8,2.1,Affirm
PIM P1,260,1,1,Lisa Morgan,Should we write it as continuing the story or just as a normal response?,2021-02-17 20:05:39,False,10,2.1,Clarify
PIM P1,260,1,1,Joe Ross,we should keep it simple,2021-02-17 20:06:00,False,8,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,Any additions?,2021-02-17 20:07:39,False,10,2.1,Clarify
PIM P1,260,1,1,Joe Ross,keeping one's orbs in line is essential,2021-02-17 20:07:48,False,8,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,i think weve got it,2021-02-17 20:08:00,False,8,2.1,Affirm
PIM P1,260,1,1,Carol Simmons,Hey guys I got through the next page,2021-02-17 20:08:52,False,9,2.1,
PIM P1,260,1,1,Joe Ross,or maybe he put her behind one of the doors!,2021-02-17 20:08:59,False,8,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,it's I know I live without him final question,2021-02-17 20:09:17,False,9,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,Oh that would be a good punishment for her!,2021-02-17 20:09:35,False,10,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,Did you guys get the final question,2021-02-17 20:10:37,False,9,2.1,Clarify
PIM P1,260,1,1,Carol Simmons,I know live without him,2021-02-17 20:10:51,False,9,2.1,Affirm
PIM P1,260,1,1,Joe Ross,im just back at the screen we were at before,2021-02-17 20:11:56,False,10,2.1,
PIM P1,260,1,1,Lisa Morgan,I'm not sure what you mean by the final question. Once I put in the 4 questions it let me finish reading the last two pages.,2021-02-17 20:12:03,False,10,2.1,
PIM P1,260,1,1,Joe Ross,and then it just seems to end,2021-02-17 20:12:29,False,10,2.1,
PIM P1,260,1,1,Lisa Morgan,"Does anyone have any idea how to ""add the title SUBMITTED"" to our response?",2021-02-17 20:13:06,False,10,2.1,Clarify
PIM P1,260,1,1,Joe Ross,i do not,2021-02-17 20:13:24,False,10,2.1,Filler
PIM P1,260,1,1,Carol Simmons,I was looking for that,2021-02-17 20:13:28,False,10,2.1,Filler
PIM P1,260,1,1,Lisa Morgan,Also feel free to add anything to them if you would like.,2021-02-17 20:13:51,False,10,2.1,Elaborate
PIM P1,260,1,1,Carol Simmons,Submitted,2021-02-17 20:14:32,False,10,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,What did you have to do?,2021-02-17 20:14:49,False,10,2.1,Clarify
PIM P1,260,1,1,Carol Simmons,I just added a title submitted so I guess we're done. This was very interesting and challenging.,2021-02-17 20:15:05,False,10,2.1,Elaborate
PIM P1,260,1,1,Lisa Morgan,lol well ok then. Nice work team,2021-02-17 20:15:40,False,10,2.1,Filler
PIM P1,260,1,1,Carol Simmons,Don't forget we have to go on to canvas and complete the survey and submit it,2021-02-17 20:15:50,False,10,2.1,Elaborate
PIM P1,260,1,1,Joe Ross,Thank you team!  Nice collab!,2021-02-17 20:16:15,False,10,2.1,Filler
PIM P1,260,1,1,Lisa Morgan,"Sounds good, I am going to get off of here.",2021-02-17 20:16:17,False,10,2.1,Filler
PIM P1,260,1,1,Carol Simmons,Nice work team,2021-02-17 20:16:36,False,10,2.1,Filler
PIM P1,260,1,1,Joe Ross,have a great evening!,2021-02-17 20:17:09,False,10,2.1,Filler
PIM P1,260,1,1,Carol Simmons,Me too goodnight! Thanks guys!,2021-02-17 20:17:24,False,10,2.1,Filler
PIM P1,260,2,1,Diane Gonzalez,"I think the tiger is behind the door, as it would create a plot twist when its not the predictable lady. The king may show mercy towards his daughter, as she is royalty. Instead, she might have to go on a quest of some kind to prove her worth to inherit the thrown one day.",2021-02-15 17:29:41,False,10,2.2,
PIM P1,260,2,1,Deborah Evans,"I agree with you, Diane Gonzalez. I am convinced that the princess lead the gentleman to the door hiding the tiger. It would make a brilliant plot twist, but with the information we know about the character of the King, that can be found within the princess as well. In my mind she believes if she can't have the man, she sure does not want another woman to have him, especially someone she despises.",2021-02-17 08:45:55,False,10,2.2,Affirm
PIM P1,260,2,1,Deborah Evans,"As for the second part, I'm not sure if the King would carry out the same punishment for his daughter as he would the commoners. However, he would definitely think of another way to punish her that would consist of a clever, yet barbaric twist for her to prove her loyalty and worth.",2021-02-17 08:52:10,False,10,2.2,
PIM P1,260,2,1,Cheryl Diaz,"Hi Diane Gonzalez and Deborah Evans. I'm sorry to be so late joining the conversation. If I ponder too long, I'll never come to a conclusion, so I'm going to write my first thoughts. I share your  he's barbaric, and he's fine doling out punishment to his own daughter, as his punishment of her lover has in effect punished her as well. take that the princess will direct the gentleman to the tiger - she's lost him either way and her jealousy and barbarism are too great. On the other hand, the text describes her and the gentleman as having one soul, which I take to mean he would know if she chose the tiger, in which case he'd choose the other door, yet he doesn't. So does that mean she didn't choose the tiger? Or that he'd rather die than be with another woman? For Part 2, I believe the king likely would not show mercy, even to his own daughter, as he has consistently relied on this method of justice",2021-02-21 17:02:04,False,,2.2,Affirm
PIM P1,260,2,1,Cheryl Diaz,"We can continue to discuss individually, or if you want to try writing collaboratively at the same time, please suggest a time. I'm available any evening this week starting at 6 p.m. I'll keep tabs on here from now on to see if you want to do that. Thanks, Robyn",2021-02-21 17:11:45,False,10,2.2,Filler
PIM P1,260,2,1,Cheryl Diaz,"Curiosity got the best of me, and I googled this book, which I'd never heard of despite it being a well-known allegory. It presents an unsolvable problem, yet we all felt pretty confident taking a stab at answering the prompts. I wonder what we are to make of all of us feeling pretty certain the princess chose the tiger. Is our choice based on the author's characterization of her or our belief that human nature is fundamentally selfish?",2021-02-21 17:32:25,False,10,2.2,Elaborate
PIM P1,260,2,1,Cheryl Diaz,I don't think I should have gone outside this platform to Google the book since this is supposed to be a discussion between us via this platform. Sorry about that.,2021-02-21 21:04:25,False,10,2.2,Elaborate
PIM P1,260,2,1,Deborah Evans,"Cheryl Diaz, you bring up a good point - are we truly using the information gained through the reading or our own beliefs that human nature is fundamentally selfish. You really have me thinking about this.",2021-02-22 08:10:58,False,10,2.2,Affirm
PIM P1,260,2,1,Deborah Evans,"Since we have each answered the two questions that were proposed, maybe choosing a day/time to all discuss our final answer to the prompt would be best. I am pretty flexible and am available today-thursday just about all day.",2021-02-22 08:13:57,False,10,2.2,
PIM P1,260,2,1,Cheryl Diaz,"Dr. Austin said have fun with it, and it is fun to ponder what might happen in the story. I think the main reason for setting a time to discuss it at the same time would be to test the collaborative software, using the box below instead of this one. I believe we could all write in it at the same time and see each other typing and change each other's words until we all agree we are done with our assessment. If we are able to do that, we might find there are unexpected positives or negatives to the collaboration process or system that we can only otherwise surmise. As you say, we've all responded to the prompts, so what we say doesn't matter that much, so all we'd need is a few minutes to see how using the box works. So if you want to try meeting, I could do Wednesday any time of day. Just set a time and I'll log on then. Thanks.",2021-02-22 18:11:57,False,10,2.2,Elaborate
PIM P1,260,2,1,Deborah Evans,I can meet tomorrow (Wednesday) at 9am EST/8CST.,2021-02-23 09:15:00,False,10,2.2,Elaborate
PIM P1,260,2,1,Cheryl Diaz,"Perfect. ""See"" you then.",2021-02-23 12:26:34,False,10,2.2,Affirm
PIM P1,260,2,1,Cheryl Diaz,Good morning. I'm here.,2021-02-24 08:45:11,False,10,2.2,
PIM P1,260,2,1,Deborah Evans,Good morning,2021-02-24 08:57:06,False,10,2.2,
PIM P1,260,2,1,Cheryl Diaz,"Hi. I'm not sure if we were supposed to ultimately write an ending to the story or just answer the prompts collectively. I wrote an ending below, and you can change it or replace it. We just want to test the use of the space at the same time, I think.",2021-02-24 08:58:36,False,10,2.2,
PIM P1,260,2,1,Cheryl Diaz,Do you see what I typed in the box below?,2021-02-24 08:59:47,False,10,2.2,Clarify
PIM P1,260,2,1,Deborah Evans,I did this assignment twice last semester. I think they are just trying to get feedback on how it works/doesn't work. If the prompts and/or grouping is sufficient.,2021-02-24 08:59:50,False,10,2.2,Elaborate
PIM P1,260,2,1,Deborah Evans,"Yes, I see it. It looks great",2021-02-24 09:00:01,False,10,2.2,Affirm
PIM P1,260,2,1,Cheryl Diaz,"Oh, yay! Can you type a few words in there so I can see if they appear in real time? Then I think we can sign off.",2021-02-24 09:01:11,False,10,2.2,Clarify
PIM P1,260,2,1,Cheryl Diaz,"Sorry, i see you comment now.",2021-02-24 09:01:36,False,10,2.2,Affirm
PIM P1,260,2,1,Cheryl Diaz,"Thanks. I apologize for delaying you on completing this assignment, but I appreciate your taking the extra time for me. Good luck with the rest of the semester!",2021-02-24 09:02:52,False,10,2.2,Filler
PIM P1,260,2,1,Deborah Evans,Looks good!,2021-02-24 09:03:00,False,10,2.2,Affirm
PIM P1,260,2,1,Deborah Evans,I guess we can complete the post survey and submit our assignment,2021-02-24 09:03:00,False,10,2.2,Affirm
PIM P1,260,2,1,Deborah Evans,Good luck to you as well,2021-02-24 09:03:20,False,10,2.2,Filler
PIM P1,260,2,1,Cheryl Diaz,Yes. Thanks. Bye!,2021-02-24 09:03:25,False,10,2.2,Filler
PIM P1,260,3,1,Joyce Brown,I  think she sends him to the door with the tiger. When the king finds out that she knew he is so pleased by her barbarism that he does nothing but inside he has now decided that she is a worthy predecessor.,2021-02-17 09:41:48,False,10,2.3,
PIM P1,260,3,1,Joyce Brown,"Ha, I meant successor.",2021-02-18 11:08:03,False,10,2.3,
PIM P1,260,3,1,Ashley Peterson,"I believe she tells him to open the door with the tiger. This isn't a question of whether or not she loves him, or even trusts him. It's clearly written that she loves him dearly, and his trustworthiness isn't something to consider so heavily since she will lose him heavily. I think she points him to the tiger because of how much more thought she put into the aftermath of sending him towards the lady. She laments on how horrifying it would be to watch her loved one die at the hands of ferocity, but laments even more at the thought of watching him live a different life with someone other than her. She even gives his death a hopeful spin, that they may meet again in the afterlife or some equivalent, but gives no optimistic spin to him choosing the lady, she even mentions the whole if she can't have him no one can.""""",2021-02-20 16:33:04,False,10,2.3,
PIM P1,260,3,1,Ashley Peterson,since she will lose him anyway*,2021-02-20 16:33:41,False,10,2.3,
PIM P1,260,3,1,Denise Harris,"I agree with you ladies. I also think that she sends him to the tiger. She loves him fiercely, so fiercely that she cannot bear the thought of someone else having him. Jealousy can make people do ugly things and mix that in with her pure barbaric nature, it makes sense that she would choose for him to stop living versus living with someone else. Mourning would be easier than seeing the person you love happy with another, which is clear by the ways she describes her thoughts and turmoil over the situation.",2021-02-23 19:58:56,False,10,2.3,Affirm
PIM P1,260,3,1,Denise Harris,I believe the King would be upset that the rules of his arena were broken. But,2021-02-23 19:59:46,False,10,2.3,
PIM P1,260,3,1,Denise Harris,"But I think he would also revel in the fact that his daughter could be so barbaric. However, he does seem to hold the random chance of fate of the arena in the highest regard so although he loves his daughter above all else I think he may make an example of her. Especially if the people found out what happened",2021-02-23 20:02:13,False,10,2.3,
PIM P1,260,3,1,Ashley Peterson,"Just realized I never answered the second question. I also agree that while the king may feel a bit of pride for his daughter, he holds his beliefs in his chance of fate style of justice so closely to his chest, so he most likely made an example out of his daughter as well.",2021-02-24 20:04:01,False,10,2.3,
PIM P1,260,3,1,Denise Harris,Hey Ashley Peterson! I also wanted to mention the story mention the King's barbaric nature numerous times so it is highly likely that he would punish his daughter.,2021-02-25 17:49:45,False,8,2.3,Elaborate
PIM P1,260,3,1,Ashley Peterson,"Oh definitely! I wrote out a possible response beneath your reiteration. Feel free to add/delete whichever parts! Joyce Brown, do you have any further thoughts about how the king would react? You mentioned he would most likely decide his daughter would be a worthy predecessor while Denise Harris and I believe he would punish her anyway.",2021-02-25 21:57:50,False,10,2.3,Affirm
PIM P1,260,3,1,Joyce Brown,"I added a brief ending. If everyone is good with it, lets hit submit",2021-02-26 07:05:13,False,10,2.3,
PIM P1,260,3,1,Ashley Peterson,Sounds good!,2021-02-26 22:01:28,False,10,2.3,Affirm
PIM P1,260,4,1,Patricia Green,Hi everyone! I have read the story and am ready to discuss.  I can log back in later to see if anyone else is ready.  Should we try to figure out a time to all come back and work in here together?,2021-02-15 04:40:14,False,10,2.4,
PIM P1,260,4,1,Linda Long,"Hi Patricia Green and Michelle Rivera,",2021-02-16 23:37:33,False,10,2.4,
PIM P1,260,4,1,Linda Long,"I read the story and I am ready for discussion too. Let's decide on a mutual time for this. Thanks,",2021-02-16 23:38:12,False,10,2.4,Filler
PIM P1,260,4,1,Michelle Rivera,"Apologies for my slacking with this, I am also finished now.",2021-02-21 20:52:15,False,10,2.4,Filler
PIM P1,260,4,1,Linda Long,Can we plan on Tuesday the 23rd at 8pm to all meet back here to discuss and answer? Thanks,2021-02-21 21:04:26,False,10,2.4,Filler
PIM P1,260,4,1,Patricia Green,"I just replied to the email, but yes"" I can meet back here tomorrow (Tues. at 8pm). ""See"" you all then!""",2021-02-22 13:50:41,False,10,2.4,Filler
PIM P1,260,4,1,Patricia Green,"Hi Linda Long and Michelle Rivera, I am here and ready whenever you both are.",2021-02-23 19:50:58,False,9,2.4,Filler
PIM P1,260,4,1,Michelle Rivera,"I am on,",2021-02-23 19:54:59,False,9,2.4,Filler
PIM P1,260,4,1,Patricia Green,"So, we discuss the prompt here and then write it together in the box below?",2021-02-23 20:00:38,False,9,2.4,Clarify
PIM P1,260,4,1,Michelle Rivera,I think so.,2021-02-23 20:01:07,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"Ok, that's how I understand it as well. Let's wait a few more minutes to give Julie a chance to join us. Sound good?",2021-02-23 20:01:54,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"Yes. and honestly, the first time I read the prompt I thought we were just answering the questions in a method of critical thinking question. Now I am wondering if we are supposed to write an ending",2021-02-23 20:02:11,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,Good point. I thought the same thing about how to answer the questions.,2021-02-23 20:03:52,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,It really could be interpreted either way. Just answer questions or write an ending . . . .,2021-02-23 20:06:14,False,9,2.4,Elaborate
PIM P1,260,4,1,Michelle Rivera,"Yes, potentially something for the research team to work on clarifying....",2021-02-23 20:06:47,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,Definitely,2021-02-23 20:08:07,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,How much longer would you like to wait for Julie before we begin? 5 more minutes?,2021-02-23 20:08:34,False,9,2.4,Clarify
PIM P1,260,4,1,Michelle Rivera,"If you can I can, or we could start and she could catch up?",2021-02-23 20:10:35,False,10,2.4,Clarify
PIM P1,260,4,1,Michelle Rivera,"I hope she's not back on one of the earlier pages, I just went back to reference and clicked the discussion and was left with a blank page, all these messages were not there.",2021-02-23 20:11:28,False,10,2.4,Elaborate
PIM P1,260,4,1,Linda Long,"So, what do you think about the questions?",2021-02-23 20:12:01,False,9,2.4,Clarify
PIM P1,260,4,1,Patricia Green,"Perfect, we are all here.",2021-02-23 20:12:29,False,9,2.4,Filler
PIM P1,260,4,1,Linda Long,Sorry for the delay,2021-02-23 20:12:48,False,9,2.4,
PIM P1,260,4,1,Michelle Rivera,"In terms of just answering I feel like the tiger was behind the door, and later the King puts the daughter to trial...",2021-02-23 20:12:53,False,10,2.4,
PIM P1,260,4,1,Linda Long,That's exactly what I think as well.,2021-02-23 20:13:19,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"No problem. :) So to jump right in, when I read I felt like she sent him to the door with the tiger.",2021-02-23 20:13:21,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"Ok, we all thought the tiger!",2021-02-23 20:13:45,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,does this mean we are barbaric too?,2021-02-23 20:14:02,False,10,2.4,Clarify
PIM P1,260,4,1,Patricia Green,"Ha ha, maybe!",2021-02-23 20:14:20,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"So if the King puts his daughter on trial, does that mean he sets her up with 2 doors as well?",2021-02-23 20:14:49,False,9,2.4,Clarify
PIM P1,260,4,1,Linda Long,"lol no, it just seemed like what happened based on her father, and her own jealous nature",2021-02-23 20:14:52,False,9,2.4,Disagree
PIM P1,260,4,1,Patricia Green,"Yes, she did seem very jealous. The story led me to believe she would rather nobody have him if she could not.",2021-02-23 20:15:34,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"from my thoughts I thought yes, he sets up 2 doors for her and lets the trial decide.",2021-02-23 20:15:34,False,10,2.4,Affirm
PIM P1,260,4,1,Linda Long,"I think so. Even though the story said he loved her so much, I think his barbaric nature would take over his reasoning",2021-02-23 20:15:56,False,9,2.4,Affirm
PIM P1,260,4,1,Patricia Green,"Ok, so what happens then?",2021-02-23 20:16:27,False,9,2.4,Clarify
PIM P1,260,4,1,Patricia Green,Do we choose which door she opens?,2021-02-23 20:16:27,False,9,2.4,Clarify
PIM P1,260,4,1,Linda Long,Are we all supposed to write our answers below?,2021-02-23 20:16:39,False,9,2.4,Clarify
PIM P1,260,4,1,Michelle Rivera,"I think it's barbaric nature but also slightly just (in a warped way), because as it mentions he treated women and men equally so would feel obliged to treat his daughter the same",2021-02-23 20:16:50,False,10,2.4,Elaborate
PIM P1,260,4,1,Patricia Green,"Yes, I think so. We were discussing if we write it like answers or finish the story? Thoughts?",2021-02-23 20:17:13,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"Good question Julie, we were discussing before you logged on, we are not quite sure if the prompt is looking for just the answers or an ending to be written",2021-02-23 20:17:27,False,10,2.4,
PIM P1,260,4,1,Linda Long,"Yes, that's true as well",2021-02-23 20:17:27,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,I'm not sure about the ending if we pick the door for her...personally as a (casual) author I would not want to pick an ending in this case,2021-02-23 20:18:34,False,10,2.4,Disagree
PIM P1,260,4,1,Linda Long,I think we are supposed to surmise or predict what we think happens,2021-02-23 20:18:37,False,9,2.4,Elaborate
PIM P1,260,4,1,Michelle Rivera,Okay so maybe we could each write out an answer for the first part of the question and then we edit the response into one?,2021-02-23 20:19:45,False,10,2.4,
PIM P1,260,4,1,Patricia Green,"Ok, that works for me. We can just answer the questions.",2021-02-23 20:19:49,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,...then the same for the second part?,2021-02-23 20:19:54,False,10,2.4,Clarify
PIM P1,260,4,1,Patricia Green,"Yes, lets do that!",2021-02-23 20:20:10,False,9,2.4,Affirm
PIM P1,260,4,1,Linda Long,"Yes, I'd rather keep it simple lol",2021-02-23 20:20:25,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,"I like the ""doom""",2021-02-23 20:21:22,False,10,2.4,
PIM P1,260,4,1,Linda Long,is that too much?,2021-02-23 20:22:25,False,9,2.4,
PIM P1,260,4,1,Patricia Green,No I think it is good.,2021-02-23 20:22:50,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,I don't think it is too much.,2021-02-23 20:23:00,False,10,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,Is the second sentence for part 2 okay?,2021-02-23 20:26:10,False,10,2.4,Clarify
PIM P1,260,4,1,Linda Long,Should we mention that love didn't weigh in to either of their decisions?,2021-02-23 20:26:31,False,9,2.4,Disagree
PIM P1,260,4,1,Patricia Green,I like it. It draws from the story.,2021-02-23 20:26:43,False,9,2.4,Affirm
PIM P1,260,4,1,Michelle Rivera,Probably yes,2021-02-23 20:26:52,False,10,2.4,Affirm
PIM P1,260,4,1,Patricia Green,Good idea.,2021-02-23 20:26:53,False,9,2.4,Affirm
PIM P1,260,4,1,Linda Long,"I'm not sure how to word it, but I think their barbaric nature made them irrational and maybe incapable of love? Something like that...",2021-02-23 20:29:27,False,9,2.4,Disagree
PIM P1,260,4,1,Michelle Rivera,I mean I think it states that the king does love the daughter at some point though.,2021-02-23 20:30:05,False,10,2.4,Elaborate
PIM P1,260,4,1,Michelle Rivera,"Maybe not to enough of a degree not to put her to trial...but he does love her, just like to a degree she loved the man",2021-02-23 20:30:33,False,10,2.4,Elaborate
PIM P1,260,4,1,Patricia Green,"Maybe write that the king, despite his love for his daughter, could only act in a barbaric manner",2021-02-23 20:30:46,False,9,2.4,Elaborate
PIM P1,260,4,1,Patricia Green,He was tied to his own idealistic principles?,2021-02-23 20:31:18,False,9,2.4,Elaborate
PIM P1,260,4,1,Michelle Rivera,yes,2021-02-23 20:31:59,False,10,2.4,Affirm
PIM P1,260,4,1,Patricia Green,I like it! Good sentemce.,2021-02-23 20:32:35,False,9,2.4,Affirm
